0.24982,0.006502
0.043422,0.36741
0.53145,0.16274
0.1762,0.076292
0.5219,0.90115
0.87128,0.42789
0.61361,0.54648
0.27143,0.087037
0.85454,0.5889
0.15746,0.40789
0.25942,0.61258
0.67058,0.040347
0.22596,0.047968
0.82597,0.45742
0.3241,0.81953
0.48839,0.69885
0.76372,0.54994
0.73768,0.20093
0.63603,0.63799
0.24914,0.04533
0.73432,0.72075
0.33951,0.4243
0.30277,0.51579
0.12714,0.91128
0.01014,0.74963
0.92493,0.96207
0.91001,0.75738
0.38215,0.43809
0.70139,0.4555
0.67234,0.51158
0.12767,0.23361
0.20097,0.43969
0.90283,0.14422
0.89184,0.52339
0.37768,0.4038
0.25019,0.054964
0.6027,0.36432
0.62545,0.098576
0.019683,0.60997
0.81973,0.2234
0.51794,0.58067
0.90943,0.33051
0.11862,0.74649
0.94615,0.78161
0.92704,0.11913
0.094805,0.43099
0.41526,0.14534
0.32286,0.099509
0.84625,0.51368
0.94795,0.18505
0.72922,0.72528
0.68385,0.038609
0.64141,0.17525
0.31588,0.84863
0.73215,0.82991
0.15765,0.20396
0.76007,0.48753
0.09191,0.53544
0.96765,0.1955
0.60897,0.91419
0.89495,0.28277
0.19415,0.95105
0.98806,0.68317
0.24131,0.61791
0.22342,0.54873
0.402,0.77795
0.78091,0.23319
0.83921,0.11658
0.4095,0.35343
0.4024,0.09962
0.77175,0.38084
0.24912,0.97799
0.86574,0.61411
0.68219,0.57592
0.97739,0.44971
0.18552,0.44577
0.21618,0.40744
0.31292,0.89859
0.75201,0.41634
0.36774,0.68016
0.60446,0.035956
0.38343,0.17807
0.55049,0.093909
0.38544,0.1252
0.66544,0.18853
0.014714,0.46544
0.81312,0.17177
0.34986,0.52105
0.71552,0.67529
0.95889,0.86889
0.50742,0.75694
0.66617,0.98423
0.42947,0.21984
0.8495,0.173
0.65423,0.92273
0.50426,0.89894
0.36852,0.3772
0.68525,0.1372
0.099208,0.14225
0.047647,0.0067718
0.86934,0.80793
0.65187,0.82481
0.61046,0.91496
0.42195,0.34894
0.50371,0.45664
0.16414,0.64561
0.093172,0.6735
0.68532,0.97591
0.14267,0.61336
0.52871,0.92775
0.0035728,0.92817
0.42506,0.99772
0.22434,0.26829
0.65994,0.94614
0.5031,0.11213
0.60006,0.86996
0.20017,0.10951
0.1374,0.8983
0.023789,0.63519
0.93954,0.60099
0.6955,0.46842
0.55423,0.5139
0.29541,0.54477
0.042632,0.69025
0.85376,0.56303
0.59668,0.20387
0.018527,0.37518
0.93319,0.63086
0.0097883,0.51516
0.64096,0.1288
0.78869,0.82981
0.5265,0.83944
0.29125,0.32348
0.62833,0.15839
0.42547,0.85718
0.54637,0.31745
0.1908,0.26964
0.74449,0.86061
0.21286,0.80122
0.10012,0.26247
0.89638,0.89885
0.82234,0.12589
0.88278,0.85653
0.088124,0.82472
0.70019,0.45387
0.17022,0.12809
0.83304,0.082199
0.72806,0.17417
0.77589,0.72745
0.7635,0.48697
0.057099,0.50692
0.60985,0.91994
0.89847,0.21547
0.51613,0.13585
0.50617,0.4419
0.25562,0.22208
0.9716,0.23607
0.58112,0.2754
0.96839,0.13812
0.041438,0.17638
0.18863,0.37232
0.51976,0.98673
0.64085,0.85885
0.34073,0.73399
0.64833,0.58977
0.35544,0.23884
0.85043,0.24243
0.5428,0.018924
0.67308,0.81626
0.25657,0.71293
0.12134,0.77486
0.040606,0.29575
0.88794,0.79832
0.75319,0.50861
0.80208,0.1179
0.44141,0.87617
0.075173,0.20544
0.15423,0.29195
0.24724,0.29084
0.079226,0.87544
0.85316,0.16099
0.15718,0.72281
0.61666,0.80557
0.52845,0.74183
0.19122,0.79209
0.75975,0.69782
0.615,0.7784
0.15206,0.36519
0.45464,0.90967
0.6821,0.55316
0.28126,0.85643
0.62486,0.95751
0.94173,0.8051
0.5668,0.41796
0.69312,0.60293
0.97859,0.52306
0.89912,0.6083
0.64848,0.17561
0.98292,0.51805
0.16381,0.49683
0.50979,0.84621
0.62735,0.57281
0.8,0.17605
0.41777,0.1297
0.054834,0.65725
0.51914,0.21312
0.13453,0.44542
0.36697,0.74519
0.69662,0.66551
0.12958,0.2994
0.78585,0.77256
0.050309,0.3554
0.81562,0.09012
0.86694,0.72718
0.1969,0.71652
0.60739,0.081067
0.99668,0.73651
0.042374,0.083746
0.13882,0.89169
0.22295,0.88809
0.58301,0.56934
0.67111,0.84704
0.7232,0.12662
0.50444,0.20471
0.64463,0.04947
